,S1,S2,S3,S4,S5,S6,S7,S8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8
618,144.7234114,150.8330662,128.5018028,123.4871183,154.051035,102.222635,124.4704397,201.9980871,118.2224642,104.2773381,117.1731921,106.7588369,116.4188459,117.68197,96.60356626,119.1270899,49.32975227,48.1759171,47.19584956,43.72482234,71.34846884,69.51790151,44.11190667,54.15558108
619,145.4412199,152.4819594,126.8070625,124.7150767,154.7357574,101.0096055,125.2773127,203.2340287,118.7297219,104.8341049,117.3815467,107.3285568,117.29961,118.0450032,96.96153688,119.5300602,48.18303875,46.75584719,46.55334607,43.68555184,70.15595727,67.98763099,42.93992015,53.45086887
620,143.847313,151.5894093,135.0377048,124.8091496,152.9318823,106.0136224,124.5598981,200.1059818,117.9240811,105.5178187,117.0492617,108.6956409,117.418808,117.2061354,97.78361123,118.6343825,47.59235117,46.57713259,47.98235789,44.89098869,72.19978283,69.66635951,42.4528304,54.87777582
621,146.0695534,154.5012166,134.571464,125.038853,154.9379386,104.8967056,126.358885,205.3635016,117.2328758,104.2889464,116.7068468,107.5327503,115.5418786,116.3984746,96.84691759,117.8361919,46.56348089,45.19507714,47.4745371,45.02532969,70.94874136,68.09318267,41.48110665,54.2450477
622,145.0382805,152.7267228,139.5096884,124.8404669,153.9584953,108.1863993,125.0060112,202.4219798,117.1801915,104.5223892,116.6363443,107.8464097,116.2167019,116.3933252,97.0072655,117.8265423,46.63125058,45.42694265,49.43657601,46.83469267,73.62384662,70.22244135,41.65013852,56.24978149
623,145.65949,151.8533106,138.0920321,122.5678155,154.6690703,106.9542614,124.7632067,204.5072969,117.5978682,104.5052199,116.7703291,107.9288601,116.7337498,116.5520653,96.95647034,118.1283281,46.05749043,45.45413839,49.88379919,46.81109535,74.65557691,71.60229719,41.17213218,56.8715369
624,147.1380937,154.1063737,140.2811266,122.7307165,156.3094249,107.4083756,125.9868152,208.1923795,117.6266352,104.7057606,116.6726654,108.2324793,117.1843971,116.3793987,97.15703099,118.072626,47.26401733,47.48382919,50.87772883,46.56532216,77.06698409,74.56534853,42.58497835,58.22459411
625,151.6780013,154.7471076,143.2148323,124.0786643,161.8167939,109.2855321,126.066669,213.3887523,117.7676351,104.4582991,116.7377564,108.0568409,116.8550376,116.1674539,96.93337716,118.0985891,46.68661132,47.29647044,51.98451984,47.42293684,78.86748317,76.1017584,42.04754217,59.41247969
626,152.0717614,158.1537854,146.9883162,126.7872422,162.4858284,111.1528982,127.7722391,214.6092716,117.2736201,104.2271122,116.253846,107.9662346,116.6007191,115.677251,96.67676173,117.6851639,47.23476378,48.26770676,54.00832019,49.03219226,82.07564197,78.87664003,42.66176197,61.64601106
627,153.128109,159.2708967,148.3190187,127.7508685,163.8186042,111.7775376,128.2962338,216.2231761,117.508875,104.262054,116.3749214,108.1123169,117.0503824,115.8320365,96.54053237,118.029338,46.16489244,46.56000529,54.07005305,49.95609832,81.29079454,77.49813209,41.48523434,61.4045439
628,152.653502,164.2338257,148.9447602,130.665127,163.1829241,111.5128955,130.8749179,217.4051224,118.3516566,104.4783421,116.9202258,108.2709575,117.9431908,116.4178841,96.51765505,118.9873915,47.0715657,49.26272268,55.77780438,49.97004787,85.48545263,82.3789204,42.72462736,64.07682403
629,151.8457047,166.8186465,148.9332377,131.7738994,161.9982036,111.1342046,132.3370935,217.6335894,119.1424078,104.4645164,117.6008078,108.3842513,117.9810304,116.7424063,96.48505955,119.6496674,47.34240904,49.50519286,56.64534977,50.86666489,86.65663791,83.20892087,43.04140227,64.98810118
630,156.4055475,168.3618131,151.439999,130.7423464,167.0826376,111.6241407,133.579696,226.5315355,118.2001462,103.9674,116.9618852,107.9474954,117.1226803,116.1012304,96.01350143,118.6704889,47.68968347,49.71958943,54.66830508,49.04339837,84.01261882,81.2986147,43.38612939,63.0037424
631,152.784828,162.1618472,147.8967406,128.1863593,162.9771408,110.8835651,129.8447395,218.1935613,118.0567638,104.0770976,116.6788368,108.096282,117.4186116,116.0192863,96.08370521,118.3911034,48.1516953,49.53213746,53.31997985,48.18282656,81.61529089,79.26244093,43.7762154,61.42976212
632,152.9200162,164.4594634,144.8142851,128.9231191,162.811825,108.9497334,131.1146058,219.4631762,118.0258244,104.0383331,116.5580174,107.9845198,117.2705982,115.9037641,96.0568232,118.0271287,48.97916303,50.64111191,54.54623575,48.99498752,83.70171284,81.34068948,44.60926978,62.88760357
633,149.5390364,163.3737688,143.6785194,130.9928952,159.0426071,109.4897313,129.3734266,211.3060718,117.5855578,104.1976648,116.2923417,108.2301091,116.9879579,115.2983247,96.43248532,117.281316,49.20921455,50.54628459,53.53377232,48.23306893,82.01843197,79.92246992,44.74780321,61.70687074
634,147.4541845,160.6312782,143.5110293,129.7341852,156.7620703,109.8373583,127.6165159,206.9451263,117.3588636,104.7946551,116.2019889,108.9861208,117.3924149,114.9464348,97.08093415,116.9324907,48.90784905,49.95584426,53.35460362,48.37883973,81.45947219,79.30762001,44.37813845,61.40487735
635,145.6534813,161.8558045,143.4567893,131.6355122,154.6432399,110.0386959,127.7779736,203.4159764,117.1147839,104.6329151,116.0412852,108.6813128,117.2095665,114.8333553,96.71626915,116.7342649,48.78968767,50.03660664,53.32374717,48.17942561,81.6623071,79.66197336,44.26994995,61.45121694
636,146.6789923,162.9924243,141.9825101,130.6672717,155.1716832,108.5252498,128.9508029,206.7803331,117.3356357,104.3524336,116.3084722,108.3814748,116.3974099,114.7819112,96.47167831,116.8756134,48.61112199,49.71579301,51.97866424,46.99068847,79.7561922,78.15553797,44.05831049,59.98163132
637,144.8340538,160.0884852,140.1331193,130.0340679,153.5299166,108.1958732,126.9132989,202.1786276,118.35589,104.9276384,116.6827557,108.6351324,118.0613521,115.7220978,96.6536562,117.9917851,48.43737848,48.90735834,50.76730799,46.43471903,77.37622068,75.89068639,43.78278938,58.33635805
638,146.1514174,160.2343529,141.2488355,129.2540721,154.8513937,108.4390175,127.421127,205.3875819,118.0664008,105.2568509,116.4015345,108.955111,118.4088597,115.5399156,96.92868915,117.8968214,48.51395894,49.42883254,51.26701633,46.48792622,78.46410692,77.02045786,43.96828607,59.03342777
639,147.2429515,161.0204155,141.939908,129.7244451,156.0810336,108.5787125,127.9526137,207.2646252,118.1381474,104.8143395,116.4948379,108.2097394,117.7345846,115.5818301,96.41367845,118.1765744,49.51096587,52.46350196,55.91989763,49.30331581,86.96361863,84.72993083,45.46426797,64.98383627
640,147.9136533,161.8034697,143.2780697,130.1753658,156.8683831,109.0491466,128.4285643,208.4667152,118.1933208,104.9685551,116.5076911,108.0717511,118.309342,115.9399516,96.31676225,118.6129889,49.08959343,50.71456038,54.3000217,48.80301801,83.31373254,81.21483206,44.68340628,62.54309967
641,143.864973,158.8692199,144.0603774,130.0904495,152.8520677,110.3189366,126.1874005,200.535654,118.3261673,105.0500331,116.4442585,108.1993585,118.6738064,116.1217039,96.34324401,118.7678988,49.33112045,50.95463967,53.36497041,47.70550568,82.08244304,80.44553967,44.90638769,61.54910733
642,144.2689644,157.3890575,142.9690348,129.187334,153.6944853,109.7136516,125.3920261,201.0309105,118.4168735,105.6898741,116.3332103,109.1353291,119.6337068,116.1985852,96.94834084,118.7612704,49.63434298,52.34631523,53.88315165,47.15554359,83.82825988,82.61278431,45.51476103,62.61606817
643,142.2004909,155.7408851,141.9813192,129.4563026,152.0788365,109.7587945,123.836311,196.7569993,118.7014585,105.5266103,116.4622537,109.039575,119.6210122,116.3441735,96.77877462,119.0606712,50.01881127,53.37279538,53.8840649,46.56965223,84.49016737,83.61708493,46.07273804,62.90913907
644,142.4638829,156.4459873,145.2006711,128.2933626,151.6354862,111.1090385,124.8043377,199.0438067,118.8715161,105.5775689,116.4013383,109.2765731,119.6044337,116.3618092,96.91326576,119.2135108,50.16065988,54.15177027,54.7991887,46.96504219,86.33076855,85.42749644,46.42360681,64.16208214
645,141.3453548,155.2329146,146.4172979,126.6421271,149.9731945,111.6249665,124.3214905,198.1094166,118.6841911,105.9659836,115.9508198,109.9357212,120.3655375,116.3560077,97.33923772,119.054725,51.27188897,55.13506413,54.1889937,46.44079488,85.49851075,84.79039569,47.58018478,63.47822684
646,143.0299688,159.1015304,146.6978731,128.1604492,151.0072445,111.174635,126.7011867,202.4250311,118.4422956,105.4154192,115.5422676,109.4774024,119.6767405,116.2022289,96.95932511,118.8654133,51.83869745,56.09853291,56.68436688,48.4904226,89.16924941,87.90708898,48.24106265,66.28508548
647,143.3337883,158.6905124,145.1779066,127.8790787,151.15641,110.274335,126.5330718,202.5712237,118.0298362,105.4059733,115.0629491,109.5722949,119.8743873,116.0245737,96.97360047,118.5963438,52.28932351,57.65228532,58.0677752,48.91395679,91.76515509,90.80920103,49.00645271,68.33905598
648,143.5873602,160.3969984,142.7019109,128.9831616,151.0937444,108.7773952,127.5391275,203.1056175,117.6472474,104.7670598,114.8464374,109.0585918,118.7748977,115.6643399,96.60488162,118.164906,52.71282951,58.36909991,59.23367485,49.76776684,93.62170272,92.51637825,49.52194007,69.77700584
649,141.407874,159.585643,146.8260546,130.0394684,149.2560263,111.9458938,126.5856083,198.0838019,117.7884499,104.7400795,114.9972417,108.9822148,118.936799,115.7874675,96.60700351,118.3446713,53.21716156,60.0296964,62.12590968,51.73770232,98.1724107,96.69549649,50.41364688,73.42261153
650,142.9790152,160.3810179,147.3719171,129.8363713,150.9337639,111.993219,127.2033295,201.2345678,117.509943,104.8391258,114.6816091,109.1074182,119.1633638,115.6509995,96.74414927,118.0645061,52.71111845,61.01659585,64.14860332,52.74265711,101.8838985,100.266805,50.21748215,76.33608865
651,141.8572227,155.7184431,145.9465485,127.7314581,150.2601008,111.8983553,124.5656757,197.5346087,117.9925841,104.6385327,114.9220718,108.7631719,119.4403514,116.0737004,96.48159489,118.5717833,53.30406859,63.07582949,65.63678511,53.12513869,104.9029822,103.4167884,51.23754222,78.82469439
652,146.1350046,156.9084312,143.7085069,127.0909999,154.9645688,109.900697,125.6816051,205.6192441,117.7176836,104.3937664,114.7902148,108.776213,118.8814935,115.7419723,96.48758366,118.227736,52.62307749,62.24599332,66.19567019,53.721116,105.5804707,103.8523133,50.33384319,79.42818926
653,147.8263767,157.6523407,141.3263907,128.2376068,157.2167189,108.596676,125.7930016,207.7714771,117.8398764,104.7121044,114.8328005,109.2198229,119.5946955,115.8950471,96.85279255,118.4332561,52.99954653,64.03693958,68.38209434,54.63683727,109.5688428,107.852473,51.06830175,82.60804516
654,147.0009283,153.638212,138.2384901,126.3070548,156.7671542,107.3383285,123.261861,204.5336024,118.6981864,105.0206434,115.2916195,109.3775001,120.727015,116.7249206,97.06391362,119.3964557,52.62555114,62.53080168,66.44590824,53.60243085,106.3218458,104.7314029,50.34164196,80.09427625
655,147.4359104,153.6979666,137.719914,126.2516967,157.26805,107.0164552,123.2700035,205.583491,118.4769971,104.4729548,115.1009223,108.7889732,119.9598967,116.4782995,96.72831011,119.0423495,53.36398423,64.40667306,67.99148778,54.10355607,109.2139245,107.8595919,51.41517125,82.53175215
656,148.6883864,154.5863755,137.4307336,126.7058352,158.6434002,106.716351,123.9154476,207.9474717,118.7626645,103.6631843,115.1750875,107.7213049,118.9060784,116.5301684,96.00429323,119.2211945,53.73566559,67.10529249,70.86366265,55.25805778,114.7929893,113.5748729,52.25019651,86.89131585
657,150.3030605,154.84939,139.3196632,125.9313732,160.3648807,107.4342599,124.3936554,211.5135621,117.9661852,103.0295719,114.3496481,106.9268343,118.1356403,116.1156671,95.42616922,118.4469589,53.19934517,65.55021094,71.04067438,56.05200466,114.1928422,112.3629664,51.46156134,86.68264412
658,153.6883111,153.286827,137.8430712,123.3764558,164.2865802,106.008493,124.0842564,217.8239694,117.6029713,103.0530583,113.9426716,107.0884979,117.860013,115.7702585,95.52143577,117.9360312,53.6823439,67.69843729,72.02609219,55.94613631,116.680771,115.7439668,52.24808821,88.72428513
659,155.0164192,151.7453421,139.2732143,122.7633658,166.4288528,107.1171531,123.085923,218.5900114,117.5375593,102.7492648,113.9737765,106.7848389,117.5581251,115.7705028,95.23513043,117.919461,53.51361523,66.06583248,71.08295453,55.95011451,114.2112976,112.7079808,51.84053358,86.85914888
660,155.5553265,151.5320918,138.0153064,123.3181931,167.4170643,106.4928065,122.7696819,218.0520486,117.4588569,102.5851093,113.8360578,106.4322584,117.2975791,115.8165941,94.86777248,117.8242453,52.30662376,64.27834435,71.95431635,56.97171693,114.870287,112.8571696,50.4359016,87.42986063
661,157.1380667,153.6929657,138.427462,123.3188574,168.5389752,105.7554699,124.5607538,222.2986027,117.568076,103.3637922,114.026593,107.3016037,117.9042812,115.8736049,95.48216332,117.8521414,53.1336844,67.68962592,75.31578819,58.56868018,121.6316929,119.8670769,51.51123822,92.53171313
662,159.1622554,157.3298559,138.5537845,125.1920263,170.1324811,105.1278388,126.9204634,226.4292263,117.3676199,103.1381435,113.8813961,107.186062,116.903483,115.4683634,95.27820059,117.5029134,52.75070067,67.33336153,76.07954908,59.01454315,122.5334266,120.5478005,51.13661735,93.334457
663,161.5926119,155.7757568,139.8368088,124.6354244,173.726102,106.1825193,126.0830861,228.5386023,117.6253074,103.2793161,113.7688556,107.0679777,117.3552195,115.8231336,95.17309234,117.7096725,53.21762602,68.50880579,74.98755822,57.63298411,121.427162,120.517905,51.74795375,92.41239043
664,157.8875228,155.2634072,142.0715419,125.2757845,169.016815,107.778153,125.6823037,221.8792613,118.1088962,103.3369163,113.9727539,106.9413666,117.7547983,116.2212731,95.14995674,118.1228629,54.17000651,70.46904633,76.99781539,58.88538691,124.8336193,123.9475066,52.88916573,95.08773781
665,156.9413424,154.8697603,146.8919476,125.6075384,167.8522607,110.7736935,125.5171412,219.7311147,118.3433999,103.1971926,113.7808093,106.5324681,118.2966591,116.5824709,94.98101777,118.1944059,53.90780071,70.11000817,78.57066677,60.3372495,126.9425884,125.5139059,52.58379118,96.96815494
666,157.738982,155.4977675,144.1474069,125.811656,168.587465,108.8768765,125.8302109,221.0663067,118.1331339,103.4340865,113.4313116,106.8246084,118.8756871,116.5804917,95.36257311,117.9748128,53.72111809,69.08916525,76.59774928,59.08416749,123.4984592,122.6577809,52.29630498,94.46840992
667,158.1324837,156.5819687,142.6023469,126.7079045,169.027358,107.7483612,126.0688836,221.4042178,119.1805474,103.451207,114.0843695,106.613192,119.2419573,117.2026992,95.34673102,118.7992843,54.00302168,71.39686531,79.85198733,60.93293202,129.3425329,128.281403,52.80279293,98.88797654
668,159.0068123,159.5631275,142.1991565,128.7129724,169.8764205,107.1397656,127.407584,223.3489001,119.2039524,103.5228019,113.8284713,106.5447082,119.9435862,117.4878641,95.29161627,118.7443348,54.04240836,69.78152885,78.04291419,60.24916633,125.58095,124.3929116,52.65635087,96.40032759
669,162.4000751,157.2915038,142.4456978,126.3551915,174.3719157,107.2588985,126.2212185,228.4696645,118.6282483,103.14343,113.3553891,106.2101015,119.7527199,117.3710911,94.9179045,118.2210512,53.58682768,68.9139016,78.96999185,61.3185056,126.6327509,124.9777538,52.03453985,97.448948
670,163.1556447,156.755573,139.8538503,127.3257612,176.0205718,106.202289,125.3798923,227.8534707,118.7447159,103.281677,113.3728846,106.3702401,120.1812889,117.5538653,95.04449818,118.2211737,53.49585404,67.91819541,79.20850495,61.97868489,126.1807816,124.1796011,51.75745849,97.41810186
671,161.1356199,158.2306517,138.2059106,128.5477763,172.5980393,105.1617888,125.8671506,224.6861876,118.3986573,103.5520865,113.2250262,106.7002756,120.6932071,117.4323484,95.23718844,118.0290862,53.50382809,68.07975574,79.98969255,62.48429549,127.2563056,125.1691343,51.71576069,98.22426572
672,161.5478346,159.7102558,140.7084422,127.4147513,171.1534402,105.7879082,127.136337,227.5975114,117.817956,103.5790647,113.3207287,107.1241841,120.175805,116.8493791,95.46018923,117.5279595,53.94830569,67.63809958,78.36878789,61.48637443,124.4914908,122.6550569,52.0077965,96.22906957
673,158.5828619,160.9385427,143.0051172,128.8118451,166.9802416,107.1128846,127.5019098,222.8493191,117.976411,103.4553946,113.3500646,106.7700858,120.2668095,116.8960798,95.11281804,117.7008218,52.5698657,64.72667236,74.81297289,59.18122014,118.7302551,117.5917353,50.2700525,91.96122183
674,157.3100086,160.7956535,143.2352084,130.8568581,166.2821128,107.7561742,126.787957,218.5600837,118.0276972,103.0708678,113.2968881,106.1153859,119.9504528,116.8234049,94.62771403,117.8648742,52.02955034,62.67607185,70.09867513,55.77403167,111.4757104,111.0180139,49.50219758,86.2283893
675,156.3070029,159.9195458,142.8767214,129.9504963,164.3454222,107.3206936,126.3607588,217.2399213,118.1455606,103.4389728,113.1089359,106.1866841,121.0797522,116.9549897,94.55362783,118.0408106,52.82851541,64.06160263,70.69659208,55.94938465,112.4405588,112.1431718,50.44002146,86.98933161
676,155.8669422,161.4731562,139.9493342,130.9665943,163.0709313,105.2397885,127.0355427,217.1478333,117.7067579,104.7263318,112.7932487,107.6296166,122.6405262,116.5650043,95.5872365,117.5965683,54.75192599,70.03991617,74.01874169,56.76224849,119.1360018,119.8800906,52.966596,91.55296575
677,153.295643,161.90522,140.3910706,131.597533,159.4522618,105.5229665,127.0069123,213.5357322,117.0316259,105.5715951,112.2539681,108.7043979,123.3166427,115.8933158,96.41813232,116.8930781,53.97307414,67.19082317,72.24574288,56.26906699,115.3712779,115.822081,51.69655262,89.05136675
678,154.3182891,162.4169489,142.4286166,131.6458928,160.6494247,106.7358113,127.1713194,215.7752896,117.5489029,105.4809045,112.5819889,108.5049858,123.4044583,116.1054434,96.17403867,117.4443326,54.03054221,68.4796952,72.81688633,56.06865456,116.5737677,117.7524531,51.88466709,89.91024144
679,154.8049389,163.8153764,142.9792036,132.2106237,160.8289331,106.8823094,127.8358147,217.288664,117.7883377,105.5646058,112.7971999,108.5203858,123.5833317,116.1276084,96.18306843,117.6242891,54.05623668,69.41578389,72.28368088,55.16716161,116.2930602,118.073173,51.99809647,89.66283092
680,152.5465129,163.0918993,143.2345631,132.1916769,158.1052871,107.0167207,127.3664517,213.6895625,117.3692603,105.4114091,112.5269186,108.462317,123.2812602,115.7676506,96.10826214,117.1812555,54.49873508,71.36232815,75.1229226,56.84063441,121.0240944,122.6112023,52.62475541,93.49092902
681,155.4970897,164.510589,143.0395632,131.5524014,161.0335304,106.4798789,128.2630712,219.6035922,116.8081651,105.1508805,112.3695121,108.4088793,122.5277504,115.2408837,96.05969674,116.648595,54.81628471,72.16760648,76.84255478,57.93636326,123.622642,124.9789572,52.93757143,95.58545486
682,156.9506556,167.7263212,143.2330176,132.4223284,161.9164605,106.1202436,129.9027824,223.3244981,117.2462092,105.1982038,112.7362799,108.2073823,122.4767425,115.4178368,95.93661178,116.9915178,55.29104808,73.66431867,77.10859116,57.44494032,124.5597118,126.3788157,53.51513795,96.19951589
683,155.0616536,165.2662815,147.0088933,131.5351444,159.9807097,108.483717,128.5417054,219.1317077,117.0497987,104.9564265,112.5971984,107.7667848,121.9616275,115.2778792,95.57033093,116.7983634,56.25841482,74.49049318,75.43562142,56.09764639,122.1483687,124.3561943,54.7187998,94.14848111
684,156.2165014,163.4661708,150.5872421,131.9196924,162.25675,111.0559168,127.2660867,218.5932167,116.7044032,104.3899029,112.2755411,106.9685308,121.3116316,115.073818,94.95742813,116.3919673,56.76923463,74.84640974,75.72732688,56.38042746,122.2600199,124.5603557,55.34178471,94.32890007
685,157.9916997,162.5937858,151.2696898,131.4584572,164.5872175,111.3669115,126.7719853,220.5347309,116.0503504,103.8146878,111.9096005,106.5510029,120.2216729,114.5884373,94.43991064,115.7153514,56.83850944,74.60107536,74.08661088,55.07574152,119.8103601,122.6551872,55.43276061,92.36626635
686,161.1437088,165.3753003,150.6441275,131.5673507,168.0954554,110.2605886,128.6901535,227.7665507,115.2392771,104.0025235,111.5346989,107.107066,119.6578379,114.0129727,94.76963552,114.9579657,58.87836039,78.5335832,77.35791363,56.70926845,125.3518983,128.3646334,57.9892048,96.88459742
687,160.5724277,164.7127474,151.6576017,130.0157952,167.0568005,110.5167459,128.6724367,228.183446,114.7873747,103.8395831,111.271624,107.092241,119.1727304,113.7359882,94.75058405,114.5829471,60.03350784,81.89327394,79.77248596,57.17084194,130.1299345,133.8962829,59.21481274,100.5982699
688,157.476154,161.0548187,152.8181688,129.7938821,163.5323769,111.7290647,126.1013324,220.0151561,115.5972379,104.0456549,111.686119,107.0940594,119.8849223,114.3291524,94.68952814,115.5866352,59.08551665,79.47303297,76.84337463,55.65145775,125.0168205,128.9377999,58.19605702,96.75839624
689,157.612033,160.1052974,152.4910615,129.1106164,163.5256958,111.373361,125.6865773,219.6608175,115.8384387,104.8127759,111.8613953,108.053414,120.9058121,114.4849829,95.42622726,115.9921171,59.95609046,81.15061302,76.14707715,54.49829022,124.4417464,129.2270129,59.14162226,96.23708496
690,158.0072445,158.5566255,153.4711031,128.4459416,163.8089264,112.041087,124.728462,218.8837208,116.0062702,104.5283512,111.9052139,107.741785,120.6049242,114.5796386,95.17073134,116.271979,59.00681455,79.03121448,76.8132293,55.73882858,124.6778298,128.5694907,58.05832681,96.66021302
691,157.2287032,157.8743817,150.9898592,128.8954918,162.7858376,110.8511392,124.13279,216.4952087,116.3505631,104.6214422,111.8649304,107.6964782,121.0604377,114.7500759,95.06077009,116.5783338,59.63842214,79.36239415,76.39105896,55.57936171,123.9198281,127.821022,58.75346238,96.13075769
692,157.4779607,154.4565712,149.2839851,128.1877763,163.4066247,110.3682125,122.0689795,213.8578384,116.4232366,104.1394513,111.7430761,107.2820092,120.4949332,114.7762867,94.6312772,116.7408199,59.90543419,79.73184559,77.88232263,56.62360393,125.9309662,129.6206081,59.06607229,97.92273862
693,159.9030234,157.6883466,147.20737,128.706485,165.8144043,108.7233457,124.2682963,219.7899719,116.747747,103.4773675,111.8054926,106.5924828,119.7530965,114.862982,93.97821551,117.0410064,60.96436835,82.99211074,80.34203429,57.00417914,130.6317951,134.8717719,60.32718938,101.6683787
694,157.9601749,156.4065506,146.2512691,129.0288033,163.4708974,108.52582,123.3253798,215.2491548,116.928792,102.9116221,111.7274605,105.9966549,119.4026744,114.9651152,93.37438472,117.1820477,61.45224652,83.90142161,78.02024623,54.90526381,127.6589965,132.6829581,60.91142648,99.21284452
695,163.4434757,160.4118233,146.1013169,130.591846,169.6623159,107.8754452,125.6583615,224.7558203,116.7005111,103.2920416,111.5316389,106.6637939,119.9416061,114.7552255,93.81143499,116.9619935,62.92317187,87.6711099,79.89869144,54.73291198,131.8860687,137.3865459,62.55667852,102.1657825
696,163.8341883,163.7991994,146.4387899,130.9518262,169.1527643,107.6085058,127.9449593,228.1278351,116.8909352,103.2245705,111.7482178,106.7173103,119.9764082,114.709553,93.82778828,117.0725884,61.74099181,85.98809386,80.4972515,55.48836693,132.25254,137.5522827,61.22212244,102.7344367
697,164.1453063,162.4769927,146.8754047,130.1651074,169.7622806,107.8573914,127.3385579,228.2840273,116.13168,103.2563361,111.1981938,106.838969,120.2675828,114.2174364,93.96332374,116.238053,60.76760214,83.29067186,78.31740688,55.20553945,127.7875188,132.918969,60.21459142,99.57159748
698,163.1296107,161.1284352,147.2749537,129.6336293,168.6013114,108.1330739,126.6888867,226.3651253,116.3239054,102.4078575,111.4249573,105.9481733,119.2452181,114.1400905,93.2421197,116.2607263,60.23595765,81.73313793,76.67465328,54.65216515,124.8788178,129.9612295,59.60432593,97.29234156
699,162.6679587,159.2790099,148.2291376,128.2311507,168.2323373,108.8336183,125.7700802,225.4772428,115.8953634,102.391142,111.1895094,106.0618559,118.9919117,113.8235756,93.32121606,115.8549595,61.12099343,83.90115013,77.32841156,54.02013735,127.0001012,132.7394875,60.45640326,98.64652191
700,162.7027239,159.760888,152.49412,128.820629,168.179744,111.1180085,125.9629053,225.2998572,116.0156858,103.1057149,111.2095104,106.8479854,120.2806811,113.9551455,93.79378157,116.0202224,61.42924233,84.54083007,78.05476324,54.2545999,128.2376568,134.0089222,60.76916365,99.56723926
701,163.5174574,165.5817029,153.0666627,132.0760279,168.6378869,111.1195851,129.1423265,228.5825337,115.8480649,103.5556733,111.1876381,107.2953846,120.8705427,114.0143364,94.04837144,116.0505692,62.91233704,88.69458518,82.55424527,55.85880161,136.449763,142.3276228,62.50561018,105.8255535
702,164.538372,166.6248823,155.7911961,133.4432296,169.7260686,112.5981354,129.5423686,229.1877463,115.9996313,103.544882,111.3456928,107.1780746,121.079197,114.2413685,93.90588043,116.2392436,61.54104148,85.53979576,79.81232559,54.77250278,131.5531337,137.3223067,60.76530287,102.0872014
703,166.5989817,172.2264481,152.6686487,136.1209452,171.6206855,110.8026295,132.5078918,234.0138771,116.8434782,103.9385097,111.9128393,107.4009146,122.0935811,114.9342734,94.00257074,117.0332353,62.54108068,88.89498653,84.3943149,56.4755815,139.5475787,145.6501882,61.67264034,108.2315511
704,169.3799359,173.1602977,151.6171646,135.1841787,174.6215047,109.9551763,133.3149455,239.2875813,116.7766397,103.8070433,111.9067961,107.1240765,121.9062987,114.908931,93.8152981,116.9707536,63.92410835,92.20747937,87.79803781,57.60301268,146.1661253,152.4087499,62.97201208,113.0536181
705,175.2878108,170.2037074,152.2286807,132.3281915,181.5582896,110.1324053,132.0100977,246.9900581,116.3783903,103.6305173,111.806262,106.9055891,121.366307,114.5594786,93.7259774,116.6697419,63.78507154,91.42434116,89.12045314,58.96711492,147.0443775,152.5880033,62.95008619,114.2611064
706,176.608039,170.6671545,154.2463601,130.951569,182.7588139,110.9963411,132.5838366,250.1709163,116.9842758,103.6035471,112.3386095,106.8244664,121.4675974,114.7436567,93.64576322,117.2772551,64.52350582,93.04175141,90.54923023,59.35704502,149.9918216,155.6417593,63.81032043,116.2344136
707,180.0421275,172.8170695,157.8253081,131.9247684,186.8107785,112.7454174,133.7641139,255.6891836,117.3359972,103.4803833,112.5838086,106.6293939,121.4886356,114.8447926,93.53267056,117.6687306,65.67684953,96.13446968,92.14682338,59.31597372,154.1037497,160.4886818,65.02435937,118.8977829
708,180.7170596,172.110981,160.8137017,131.2281826,187.4131609,114.1654321,133.6279568,256.3629067,117.0624565,104.0658745,112.2942378,107.1892273,122.4174895,114.7520591,94.04502835,117.5985374,62.80917646,89.89660245,87.08960774,58.20027827,143.0162248,149.4016583,62.32911268,111.9536609
709,179.9187151,171.1180364,162.5612188,131.2626293,186.3988581,114.9303712,133.1365295,254.0641588,116.6395076,103.8415414,112.1132755,106.7370938,121.7491091,114.5483052,93.7385071,117.3385956,61.10112038,86.42898769,84.57097241,57.66243219,137.2157737,143.3516616,60.58918646,108.2411483
710,179.7850129,169.4863711,159.0098438,129.488707,186.1453489,113.1221591,132.6129228,254.2679695,116.179352,103.8249356,111.9834027,106.5481527,121.3199203,114.2001187,93.65917753,116.9498651,59.98287979,83.89542105,82.19727627,57.03356325,131.9960839,138.0009766,59.53015041,105.036017
711,175.7480299,166.7291729,166.1061,129.8097714,181.5095917,116.6594397,130.9637033,245.6133764,116.7179606,104.2759044,112.4418068,106.9221124,122.3108266,114.6083344,93.96579916,117.4345011,60.18807792,84.51304859,82.70696524,56.98608124,133.0087287,139.4824643,59.69367057,105.7639752
712,176.9194926,168.0226084,165.6717226,131.0826911,183.0209174,116.3602033,131.5823246,247.3814101,116.7389397,104.6787205,112.5126542,107.2913208,123.2212992,114.7000167,94.31800303,117.4621431,59.18125853,83.42907891,83.66231277,57.69683366,133.8391266,140.2536083,58.48774748,106.7370753
713,175.8637108,170.7251657,168.1294577,131.8094185,181.3728042,117.3732872,133.1456441,247.996521,116.3913795,104.1324795,112.4400195,106.4958642,122.6429482,114.6236031,93.77499829,117.3051302,59.55005177,84.00778111,84.08205359,57.7971517,134.5932097,141.2760091,58.84803554,107.2728742
